PPIN,ISR,OOS,INACTIVE
A9903978,1,.,.
A9903979,1,.,.
A9903993,1,.,.
A9904000,1,.,.
A9904006,1,.,.
A9904010,2,.,.
A9904042,1,.,.
A9904067,3,5,1
A9904068,3,2,.
A9904069,1,.,.
A9904081,1,.,.
A9904094,1,.,.
A9904098,1,.,.
A9904099,2,.,.
A9904106,1,.,.
A9904108,2,.,.
A9904115,1,.,.
A9904132,1,.,.
A9904139,3,6,1
A9904147,1,.,.
A9904157,1,.,.
A9904172,1,.,.
A9904176,3,2,1
A9904179,1,.,.
A9904199,1,.,.
A9904200,2,.,.
A9904209,1,.,.
A9904211,3,2,.
A9904214,2,.,.
A9904221,1,.,.
A9904228,2,.,.
A9904240,1,.,.
A9904272,2,.,.
A9904275,1,.,.
A9904286,1,.,.
A9904293,2,.,.
A9904296,2,.,.
A9904297,3,5,1
A9904311,3,2,.
A9904321,1,.,.
A9904322,1,.,.
A9904337,1,.,.
A9904342,1,.,.
A9904344,1,.,.
A9904364,1,.,.
A9904383,3,3,1
A9904394,1,.,.
A9904400,1,.,.
A9904402,2,.,.
A9904407,1,.,.
A9904413,3,2,1
A9904416,3,5,.
A9904417,1,.,.
A9904419,1,.,.
A9904423,1,.,.
A9904430,3,5,1
A9904431,3,5,.
A9904444,2,.,.
A9904455,1,.,.
A9904462,1,.,.
A9904463,2,.,.
A9904464,1,.,.
A9904465,1,.,.
A9904469,2,.,.
A9904473,1,.,.
A9904475,1,.,.
A9904482,1,.,.
A9904490,2,.,.
A9904492,1,.,.
A9904495,3,2,.
A9904507,1,.,.
A9904514,1,.,.
A9904515,1,.,.
A9904527,1,.,.
A9904530,1,.,.
A9904560,2,.,.
AA000003,3,2,.
AA000004,3,5,1
AA000007,1,.,.
AA000008,1,.,.
AA000010,2,.,.
AA000011,3,5,.
AA000018,1,.,.
AA000020,1,.,.
AA000028,2,.,.
AA000042,1,.,.
AA000044,1,.,.
AA000056,1,.,.
AA000058,3,2,.
AA000062,2,.,.
AA000064,2,.,.
AA000067,2,.,.
AA000069,1,.,.
AA000072,2,.,.
AA000074,3,2,1
AA000085,1,.,.
AA000099,3,2,.
AA000100,2,.,.
AA000116,1,.,.
AA000121,1,.,.
AA000123,1,.,.
AA000124,1,.,.
AA000125,1,.,.
AA000128,1,.,.
AA000152,1,.,.
AA000153,1,.,.
AA000156,1,.,.
AA000162,1,.,.
AA000163,1,.,.
AA000178,1,.,.
AA000179,1,.,.
AA000182,2,.,.
AA000189,1,.,.
AA000198,1,.,.
AA000199,2,.,.
AA000211,1,.,.
AA000214,1,.,.
AA000218,1,.,.
AA000222,1,.,.
AA000224,2,.,.
AA000230,1,.,.
AA000231,2,.,.
AA000232,1,.,.
AA000234,3,2,.
AA000237,1,.,.
AA000251,1,.,.
AA000262,1,.,.
AA000273,1,.,.
AA000278,1,.,.
AA000291,1,.,.
AA000296,2,.,.
AA000300,2,.,.
AA000301,3,2,.
AA000307,3,5,.
AA000310,1,.,.
AA000341,1,.,.
AA000342,1,.,.
AA000351,3,2,1
AA000352,1,.,.
AA000362,1,.,.
AA000364,3,12,1
AA000366,1,.,.
AA000369,1,.,.
AA000373,1,.,.
AA000400,1,.,.
AA000406,1,.,.
AA000409,1,.,.
AA000410,1,.,.
AA000420,1,.,.
AA000431,1,.,.
AA000432,3,2,1
AA000446,3,5,.
AA000448,1,.,.
AA000454,3,2,.
AA000473,1,.,.
AA000474,2,.,.
AA000480,1,.,.
AA000483,1,.,.
AA000487,1,.,.
AA000494,1,.,.
AA000516,1,.,.
AA000519,1,.,.
AA000527,1,.,.
AA000530,3,2,.
AA000538,1,.,.
AA000539,3,5,1
AA000541,2,.,.
AA000543,1,.,.
AA000544,1,.,.
AA000546,3,12,1
AA000554,2,.,.
AA000555,1,.,.
AA000556,1,.,.
AA000568,3,2,1
AA000572,1,.,.
AA000575,1,.,.
AA000587,3,5,1
AA000589,1,.,.
AA000595,3,5,.
AA000597,1,.,.
AA000600,3,5,.
AA000603,1,.,.
AA000620,1,.,.
AA000628,1,.,.
AA000631,2,.,.
AA000652,1,.,.
AA000656,3,2,.
AA000661,1,.,.
AA000664,2,.,.
AA000665,1,.,.
AA000675,1,.,.
AA000678,1,.,.
AA000692,1,.,.
AA000718,1,.,.
AA000731,1,.,.
AA000746,1,.,.
AA000766,1,.,.
AA000771,1,.,.
AA000779,3,2,.
AA000789,1,.,.
AA000790,1,.,.
AA000804,1,.,.
AA000807,1,.,.
AA000809,3,2,.
AA000826,1,.,.
AA000831,1,.,.
AA000835,3,2,.
AA000853,1,.,.
AA000856,1,.,.
AA000857,1,.,.
AA000877,3,5,1
AA000896,1,.,.
AA000904,3,2,.
AA000905,1,.,.
AA000906,1,.,.
AA000908,1,.,.
AA000910,3,2,.
AA000912,1,.,.
AA000914,3,2,.
AA000919,3,12,1
AA000920,1,.,.
AA000930,1,.,.
AA000944,1,.,.
AA000953,1,.,.
AA000958,1,.,.
AA000962,1,.,.
AA000972,2,.,.
AA000974,1,.,.
AA000975,1,.,.
AA000980,3,2,.
AA000984,3,2,.
AA000985,2,.,.
AA000986,1,.,.
AA001001,1,.,.
AA001003,3,5,1
AA001012,1,.,.
AA001015,1,.,.
AA001018,1,.,.
AA001027,1,.,.
AA001036,1,.,.
AA001045,1,.,.
AA001050,1,.,.
AA001061,2,.,.
AA001072,1,.,.
AA001078,1,.,.
AA001085,1,.,.
AA001098,1,.,.
AA001108,1,.,.
AA001111,1,.,.
AA001142,1,.,.
AA001145,2,.,.
AA001159,1,.,.
AA001161,1,.,.
AA001170,2,.,.
AA001179,1,.,.
AA001188,1,.,.
AA001191,2,.,.
AA001192,2,.,.
AA001198,1,.,.
AA001202,1,.,.
AA001213,1,.,.
AA001216,1,.,.
AA001217,3,2,.
AA001223,2,.,.
AA001232,1,.,.
AA001235,1,.,.
AA001238,1,.,.
AA001247,3,5,.
AA001248,1,.,.
AA001249,1,.,.
AA001257,1,.,.
AA001261,1,.,.
AA001262,1,.,.
AA001270,1,.,.
AA001278,1,.,.
AA001291,1,.,.
AA001299,1,.,.
AA001301,1,.,.
AA001302,3,2,.
AA001304,3,2,1
AA001311,1,.,.
AA001335,2,.,.
AA001340,2,.,.
AA001353,1,.,.
AA001373,1,.,.
AA001377,3,2,.
AA001383,1,.,.
AA001391,1,.,.
AA001396,1,.,.
AA001400,1,.,.
AA001402,1,.,.
AA001415,2,.,.
AA001429,3,2,.
AA001442,1,.,.
AA001444,1,.,.
AA001449,1,.,.
AA001453,2,.,.
AA001472,2,.,.
AA001475,1,.,.
AA001490,1,.,.
AA001494,1,.,.
AA001502,1,.,.
AA001503,1,.,.
AA001510,2,.,.
AA001514,2,.,.
AA001519,1,.,.
AA001520,2,.,.
AA001524,1,.,.
AA001532,1,.,.
AA001547,1,.,.
AA001551,1,.,.
AA001557,1,.,.
AA001578,3,2,.
AA001586,2,.,.
AA001588,1,.,.
AA001591,2,.,.
AA001592,1,.,.
AA001593,1,.,.
AA001595,1,.,.
AA001607,1,.,.
AA001609,1,.,.
AA001616,1,.,.
AA001621,2,.,.
AA001622,1,.,.
AA001641,3,2,.
AA001646,2,.,.
AA001654,2,.,.
AA001658,2,.,.
AA001663,1,.,.
AA001675,2,.,.
AA001686,1,.,.
AA001695,2,.,.
AA001700,1,.,.
AA001704,1,.,.
AA001708,1,.,.
AA001710,2,.,.
AA890001,1,.,.
AA890005,2,.,.
AA890009,1,.,.
AA890010,3,2,.
AA890012,1,.,.
AA890014,1,.,.
AA890036,1,.,.
AA890038,1,.,.
AA890045,2,.,.
AA890060,2,.,.
AA890063,1,.,.
AA890065,1,.,.
AA890066,1,.,.
AA890074,1,.,.
AA890077,1,.,.
AA890079,1,.,.
AA890081,1,.,.
AA890084,1,.,.
AA890085,1,.,.
AA890087,1,.,.
AA890122,1,.,.
AA890140,1,.,.
AA890143,1,.,.
AA890148,1,.,.
AA890157,3,2,1
AA890163,2,.,.
AA890164,3,2,.
AA890165,1,.,.
AA890166,2,.,.
AA890170,1,.,.
AA890175,1,.,.
AA890177,1,.,.
AA890180,3,5,1
AA890181,1,.,.
AA890182,2,.,.
AA890192,1,.,.
AA890195,3,2,.
AA890201,1,.,.
AA890202,2,.,.
AA890203,1,.,.
AA890204,1,.,.
AA890207,2,.,.
AA890208,1,.,.
AA890211,3,2,1
AA890212,1,.,.
AA890213,1,.,.
AA890219,3,5,1
AA890226,1,.,.
AA890228,1,.,.
AA890231,1,.,.
AA890236,1,.,.
AA890237,2,.,.
AA890250,1,.,.
AA890253,1,.,.
AA890256,1,.,.
AA890264,2,.,.
AA890268,1,.,.
AA890269,1,.,.
AA890272,1,.,.
AA890278,1,.,.
AA890280,1,.,.
AA890281,1,.,.
AA890283,2,.,.
AA890293,3,5,.
AA890298,3,3,1
AA890301,1,.,.
AA890303,1,.,.
AA890305,1,.,.
AA890307,2,.,.
AA890314,1,.,.
AA890323,1,.,.
AA890324,1,.,.
AA890329,2,.,.
AA890348,3,3,1
AA890351,1,.,.
AA890352,1,.,.
AA890379,2,.,.
AA890386,1,.,.
AA890390,1,.,.
AA890392,1,.,.
AA890393,2,.,.
AA890394,1,.,.
AA890398,1,.,.
AA890400,1,.,.
AA890404,1,.,.
AA890413,3,2,1
AA890427,1,.,.
AA890444,1,.,.
AA890448,3,3,.
AA890452,1,.,.
AA890455,1,.,.
AA890465,1,.,.
AA890471,3,5,.
AA890477,1,.,.
AA890486,1,.,.
AA890490,1,.,.
AA890499,1,.,.
AA890514,1,.,.
AA890526,3,2,.
AA890531,3,2,.
AA890532,1,.,.
AA890541,1,.,.
AA890544,1,.,.
AA890550,1,.,.
AA890557,3,5,.
AA890558,2,.,.
AA890559,1,.,.
AA890564,2,.,.
AA890565,1,.,.
AA890570,2,.,.
AA890577,1,.,.
AA890578,1,.,.
AA890588,2,.,.
AA890589,1,.,.
AA890599,1,.,.
AA890622,2,.,.
AA890630,1,.,.
AA890643,1,.,.
AA890650,1,.,.
AA890655,1,.,.
AA890656,1,.,.
AA890662,1,.,.
AA890666,2,.,.
AA890670,1,.,.
AA890671,1,.,.
AA890672,2,.,.
AA890683,1,.,.
AA890684,3,2,1
AA890691,1,.,.
AA890693,1,.,.
AA890699,1,.,.
AA890700,1,.,.
AA890701,2,.,.
AA890707,1,.,.
AA890712,2,.,.
AA890737,1,.,.
AA890738,1,.,.
AA890742,1,.,.
AA890745,1,.,.
AA890768,1,.,.
AA890771,1,.,.
AA890777,2,.,.
AA890778,1,.,.
AA890786,1,.,.
AA890798,1,.,.
AA890802,1,.,.
AA890808,1,.,.
AA890812,1,.,.
AA890824,1,.,.
AA890832,2,.,.
AA890833,1,.,.
AA890835,1,.,.
AA890838,1,.,.
AA890850,3,5,1
AA890864,1,.,.
AA890876,3,2,1
AA890885,1,.,.
AA890888,1,.,.
AA890889,3,3,.
AA890893,3,7,.
AA890902,3,5,.
AA890905,3,2,1
AA890910,1,.,.
AA890914,1,.,.
AA890917,1,.,.
AA890922,1,.,.
AA890925,1,.,.
AA890929,1,.,.
AA890934,1,.,.
AA890936,1,.,.
AA890947,1,.,.
AA890955,3,2,.
AA890962,1,.,.
AA890974,3,2,1
AA890975,1,.,.
AA890996,1,.,.
AA890997,1,.,.
AA890998,1,.,.
AA900002,3,5,.
AA900003,1,.,.
AA900006,1,.,.
AA900009,1,.,.
AA900013,3,2,1
AA900018,3,5,.
AA900019,1,.,.
AA900022,1,.,.
AA900023,1,.,.
AA900027,2,.,.
AA900028,1,.,.
AA900030,1,.,.
AA900032,1,.,.
AA900036,1,.,.
AA900038,1,.,.
AA900045,1,.,.
AA900049,1,.,.
AA900050,3,2,1
AA900051,1,.,.
AB910668,1,.,.
AB910671,1,.,.
AB911012,1,.,.
AB911095,1,.,.
AB911391,2,.,.
AB911425,2,.,.
AB911505,3,2,1
AB911648,1,.,.
AB911726,1,.,.
AB911797,2,.,.
AB911919,1,.,.
AB911931,1,.,.
AB912034,1,.,.
AB912245,1,.,.
AB912325,2,.,.
AB912438,1,.,.
AB912553,2,.,.
AB912606,1,.,.
AB912659,1,.,.
BB000013,1,.,.
BB000016,1,.,.
BB000024,1,.,.
BB000031,1,.,.
BB000042,1,.,.
BB000044,1,.,.
BB000048,1,.,.
BB000060,3,2,.
BB000062,1,.,.
BB000063,2,.,.
BB000066,2,.,.
BB000067,1,.,.
BB000071,1,.,.
BB000092,1,.,.
BB000095,1,.,.
BB000101,1,.,.
BB000107,1,.,.
BB000129,1,.,.
BB000141,1,.,.
BB000143,1,.,.
BB000215,1,.,.
BB000456,2,.,.
BB000466,3,5,1
BB000477,3,5,1
BB000505,1,.,.
BB000515,3,2,.
BB000532,1,.,.
BB000535,3,5,.
BB000540,1,.,.
BB000557,3,2,.
BB000655,2,.,.
BB000768,3,5,1
BB000826,1,.,.
BB001082,1,.,.
BB001088,1,.,.
BB001090,3,5,.
BB020216,3,2,1
BB020222,1,.,.
BB020229,1,.,.
BB020261,3,2,1
BB020264,3,3,1
BB020267,1,.,.
BB020273,3,2,1
BB020284,1,.,.
BB020289,1,.,.
BB020294,1,.,.
BB020300,2,.,.
BB020302,1,.,.
BB020304,3,5,1
BB020314,1,.,.
BB020325,2,.,.
BB020327,2,.,.
BB020331,3,3,1
BB020337,1,.,.
BB020359,3,5,1
BB020361,2,.,.
BB020411,2,.,.
BB020415,1,.,.
BB020437,1,.,.
BB020438,3,3,.
BB020449,3,5,.
BB020458,3,2,.
BB020479,1,.,.
BB020480,1,.,.
BB020483,3,3,.
BB020488,1,.,.
BB020502,1,.,.
BB020509,1,.,.
BB020517,3,3,.
BB020941,1,.,.
BB020951,1,.,.
BB020952,1,.,.
BB020958,1,.,.
BB020968,3,2,.
BB020971,3,3,1
BB020987,3,5,.
BB021005,2,.,.
BB021006,3,5,.
BB021009,1,.,.
BB021012,1,.,.
BB021026,1,.,.
BB021203,3,5,1
BB021213,2,.,.
BB021353,2,.,.
BB021405,1,.,.
BB021425,2,.,.
BB021708,2,.,.
BB021739,1,.,.
BB021784,3,2,.
BB021788,2,.,.
BB021799,3,3,1
BB021810,3,5,.
BB021815,3,2,.
BB021816,1,.,.
BB021832,3,12,1
BB021834,1,.,.
BB021852,3,3,1
BB021859,1,.,.
BB021861,3,5,.
BB021862,1,.,.
BB021866,1,.,.
BB021868,1,.,.
BB021875,3,5,.
BB021878,1,.,.
BB021879,2,.,.
BB021880,1,.,.
BB021891,1,.,.
BB040091,1,.,.
BB040110,3,5,1
BB040118,3,5,.
BB040119,1,.,.
BB040132,1,.,.
BB040135,3,2,1
BB040148,3,5,1
BB040155,3,5,1
BB040158,3,5,1
BB040177,3,5,1
BB040197,1,.,.
BB040198,3,2,1
BB040222,3,8,1
BB040238,3,5,1
BB040256,3,5,1
BB040270,3,5,.
BB040272,3,5,1
BB040273,3,5,.
BB040277,3,5,.
BB040280,3,7,1
BB040297,1,.,.
BB040305,3,5,.
BB040306,3,5,.
BB040311,2,.,.
BB040557,3,5,.
BB040559,3,8,.
BB040572,1,.,.
BB040602,1,.,.
BB040605,1,.,.
BB040608,3,5,1
BB040610,1,.,.
BB040611,3,5,.
BB040620,1,.,.
BB040722,1,.,.
BB040724,1,.,.
BB041100,3,5,1
BB041114,3,5,.
BB041115,3,5,1
BB041128,1,.,.
BB041164,2,.,.
BB041183,2,.,.
BB041215,2,.,.
BB041226,3,2,1
BB041233,1,.,.
BB041254,1,.,.
BB041260,2,.,.
BB041272,1,.,.
BB041283,3,7,1
BB041308,2,.,.
BB041309,3,5,.
BB041314,3,5,1
BB041319,3,5,.
BB041325,3,2,1
BB041467,2,.,.
BB041468,2,.,.
BB041473,1,.,.
BB041502,3,5,1
BB041551,1,.,.
BB041559,1,.,.
BB041564,2,.,.
BB041570,1,.,.
BB041571,1,.,.
BB041574,2,.,.
BB041576,1,.,.
BB041577,3,2,.
BB060018,1,.,.
BB060032,1,.,.
BB060040,3,12,1
BB060053,2,.,.
BB060064,3,5,.
BB060072,3,12,1
BB060080,1,.,.
BB060082,3,2,.
BB060090,1,.,.
BB060095,3,5,.
BB060098,1,.,.
BB060099,1,.,.
BB060108,2,.,.
BB060122,3,2,1
BB060126,1,.,.
BB060129,3,5,.
BB060133,3,5,1
BB060150,1,.,.
BB060165,2,.,.
BB060167,1,.,.
BB060172,1,.,.
BB060178,1,.,.
BB060188,1,.,.
BB060226,2,.,.
BB060233,3,5,.
BB060240,1,.,.
BB060243,2,.,.
BB060245,1,.,.
BB060255,2,.,.
BB060265,3,2,1
BB060276,3,5,1
BB060282,1,.,.
BB060473,3,2,1
BB060479,3,5,1
BB060488,1,.,.
BB060505,1,.,.
BB060528,3,5,1
BB060531,1,.,.
BB060534,1,.,.
BB060544,1,.,.
BB060547,1,.,.
BB060666,3,5,1
BB060682,2,.,.
BB060684,3,5,1
BB060686,3,12,1
BB060688,1,.,.
BB060690,1,.,.
BB060692,3,5,.
BB060693,3,5,.
BB060697,2,.,.
BB060698,1,.,.
BB060702,3,2,.
BB060706,2,.,.
BB060709,3,2,1
BB060715,1,.,.
BB060732,3,5,.
BB060733,1,.,.
BB060744,3,3,1
BB060747,3,2,.
BB060749,3,6,1
BB060750,2,.,.
BB060752,3,5,.
BB060753,1,.,.
BB060754,1,.,.
BB060756,1,.,.
BB060757,1,.,.
BB060758,1,.,.
BB060759,1,.,.
BB060761,3,2,1
BB060775,1,.,.
BB060778,3,5,.
BB060782,1,.,.
BB060783,1,.,.
BB060784,1,.,.
BB060792,3,3,1
BB061072,2,.,.
BB061076,1,.,.
BB061091,3,2,1
BB061109,3,5,1
BB061113,3,2,1
BB061121,2,.,.
BB061130,1,.,.
BB061133,1,.,.
BB061144,1,.,.
BB061148,1,.,.
BB061153,3,3,.
BB061156,1,.,.
BB061376,1,.,.
BB061396,3,5,1
BB061406,1,.,.
BB061483,3,8,.
BB061484,1,.,.
BB061499,1,.,.
BB061509,1,.,.
BB061524,3,5,1
BB061526,1,.,.
BB061538,2,.,.
BB061569,3,5,.
BB061588,3,2,.
BB061594,2,.,.
BB080018,3,5,.
BB080033,3,5,1
BB080041,3,5,1
BB080059,3,3,1
BB080074,3,5,1
BB080079,3,5,.
BB080080,3,5,1
BB080083,2,.,.
BB080085,3,5,1
BB080089,3,5,1
BB080090,1,.,.
BB080094,2,.,.
BB080101,3,5,1
BB080105,1,.,.
BB080106,2,.,.
BB080112,1,.,.
BB080122,1,.,.
BB080123,3,2,.
BB080132,3,5,1
BB080133,3,5,.
BB080134,1,.,.
BB080141,3,5,1
BB080143,3,5,1
BB080144,1,.,.
BB080150,3,3,.
BB080152,3,5,1
BB080155,3,5,1
BB080157,3,7,1
BB080159,3,5,1
BB080162,3,5,.
BB080163,3,5,1
BB080166,1,.,.
BB080167,1,.,.
BB080173,3,5,1
BB080186,3,5,1
BB080193,3,5,.
BB080199,1,.,.
BB080209,1,.,.
BB080217,3,2,.
BB080219,2,.,.
BB080221,3,5,.
BB080232,3,5,.
BB080238,2,.,.
BB080243,1,.,.
BB080244,2,.,.
BB080251,2,.,.
BB080263,3,5,.
BB080265,1,.,.
BB080269,3,5,1
BB080271,1,.,.
BB080273,3,2,.
BB080279,3,12,1
BB080302,3,5,.
BB080441,2,.,.
BB080442,3,2,.
BB080443,3,5,.
BB080447,3,5,1
BB080448,3,5,1
BB080452,1,.,.
BB080455,3,5,1
BB080463,2,.,.
BB080464,3,2,1
BB080469,3,5,1
BB080470,3,5,1
BB080471,3,5,.
BB080476,3,5,1
BB080479,2,.,.
BB080483,3,5,1
BB080486,3,5,1
BB080488,1,.,.
BB080491,3,5,1
BB080492,3,5,1
BB080494,3,5,.
BB080606,3,6,1
BB080609,3,3,.
BB080613,3,5,1
BB080620,3,3,.
BB080622,3,5,.
BB080623,3,5,.
BB080630,3,2,.
BB080634,3,3,.
BB080639,1,.,.
BB080640,3,7,.
BB080646,1,.,.
BB080651,3,5,1
BB080658,3,5,1
BB080660,2,.,.
BB080678,3,3,1
BB080680,3,6,1
BB080681,3,2,1
BB080702,2,.,.
BB080703,3,5,1
BB080714,3,5,1
BB080722,3,5,.
BB080737,1,.,.
BB080738,3,5,1
BB080749,3,5,1
BB080758,3,6,1
BB080762,3,5,.
BB080780,3,5,1
BB080807,3,2,.
BB080811,3,3,.
BB080813,3,5,.
BB080814,3,5,.
BB080819,3,5,1
BB080822,3,5,1
BB080853,1,.,.
BB080854,3,5,1
BB080864,3,5,1
BB080868,3,5,1
BB080878,1,.,.
BB080880,1,.,.
BB080889,3,7,1
BB080896,3,5,1
BB080914,3,5,.
BB080916,3,7,1
BB081206,3,8,1
BB081208,2,.,.
BB081253,2,.,.
BB081260,1,.,.
BB081264,3,5,1
BB081267,3,5,1
BB081280,2,.,.
BB081288,2,.,.
BB081293,3,5,1
BB081303,3,5,.
BB081313,1,.,.
BB081316,3,5,1
BB081325,2,.,.
BB081342,1,.,.
BB081358,1,.,.
BB081360,3,5,1
BB081363,3,5,1
BB081365,1,.,.
BB081373,1,.,.
BB081378,3,7,.
BB081386,1,.,.
BB081499,3,5,1
BB081504,3,5,1
BB081505,1,.,.
BB081508,1,.,.
BB081524,1,.,.
BB081555,2,.,.
BB081566,3,5,.
BB081576,3,5,.
BB081678,1,.,.
BB081684,3,2,.
BB081685,3,5,1
BB081691,1,.,.
BB081698,2,.,.
BB081705,2,.,.
BB081708,1,.,.
BB100070,3,3,1
BB100075,3,5,.
BB100088,3,5,1
BB100098,3,5,.
BB100103,3,5,1
BB100107,3,3,1
BB100109,3,5,.
BB100117,2,.,.
BB100121,3,5,1
BB100129,3,5,1
BB100130,2,.,.
BB100142,3,8,1
BB100145,3,5,.
BB100158,3,5,1
BB100160,3,5,1
BB100162,3,5,1
BB100167,3,5,.
BB100378,3,5,.
BB100380,1,.,.
BB100381,3,5,1
BB100384,1,.,.
BB100387,1,.,.
BB100393,3,5,1
BB100397,1,.,.
BB100398,3,5,1
BB100400,3,5,1
BB100402,3,8,.
BB100407,1,.,.
BB100410,3,5,1
BB100412,3,5,1
BB100418,3,5,1
BB100421,3,5,1
BB100422,3,5,1
BB100429,1,.,.
BB100432,1,.,.
BB100439,1,.,.
BB100440,1,.,.
BB100442,3,8,.
BB100443,3,5,1
BB100447,3,2,.
BB100455,2,.,.
BB100456,1,.,.
BB100464,1,.,.
BB100476,3,5,1
BB100477,3,2,.
BB100568,1,.,.
BB100575,3,5,.
BB100576,1,.,.
BB100580,3,5,1
BB100587,3,5,1
BB100594,3,5,.
BB100595,3,5,1
BB100596,2,.,.
BB100614,3,5,.
BB100615,1,.,.
BB100618,3,5,1
BB100634,3,5,1
BB100636,3,5,1
BB100638,3,5,.
BB100653,1,.,.
BB100660,3,5,1
BB100661,3,5,1
BB100671,3,6,1
BB100674,1,.,.
BB100693,2,.,.
BB100700,3,5,1
BB100717,3,5,1
BB100720,2,.,.
BB100724,3,5,1
BB100743,1,.,.
BB100746,2,.,.
BB100755,3,5,1
BB100771,1,.,.
BB101004,3,2,.
BB101036,2,.,.
BB101060,1,.,.
BB101075,3,2,1
BB101077,3,2,1
BB101081,1,.,.
BB101103,3,2,.
BB101113,1,.,.
BB101114,2,.,.
BB101353,2,.,.
BB101372,3,8,1
BB101373,1,.,.
BB101382,1,.,.
BB101407,1,.,.
BB101416,3,5,1
BB101422,1,.,.
BB101425,1,.,.
BB101432,2,.,.
BB101435,1,.,.
BB101444,3,5,1
BB101446,3,3,1
BB101463,1,.,.
BB101473,3,5,1
BB101476,3,5,.
BB101477,3,5,1
BB101495,3,5,.
BB101502,3,5,1
BB101505,2,.,.
BB101506,3,5,1
BB101515,3,5,1
BB120027,2,.,.
BB120036,3,5,1
BB120052,3,5,1
BB120057,3,8,1
BB120089,3,2,1
BB120092,1,.,.
BB120095,1,.,.
BB120103,1,.,.
BB120110,1,.,.
BB120111,3,10,.
BB120119,3,5,.
BB120120,1,.,.
BB120130,2,.,.
BB120137,3,5,.
BB120140,3,5,1
BB120143,3,5,.
BB120150,3,2,.
BB120153,3,5,1
BB120154,1,.,.
BB120156,1,.,.
BB120165,3,5,1
BB120179,1,.,.
BB120185,1,.,.
BB120187,3,5,.
BB120194,3,5,1
BB120206,2,.,.
BB120212,3,5,.
BB120217,3,2,1
BB120241,1,.,.
BB120242,3,5,.
BB120243,3,11,1
BB120252,3,5,.
BB120264,3,3,1
BB120265,3,5,.
BB120268,3,5,.
BB120272,1,.,.
BB120276,3,3,.
BB120277,2,.,.
BB120278,3,5,.
BB120290,1,.,.
BB120305,2,.,.
BB120307,1,.,.
BB120311,3,3,1
BB120312,3,5,.
BB120352,1,.,.
BB120361,2,.,.
BB120367,3,8,.
BB120452,1,.,.
BB120453,1,.,.
BB120454,2,.,.
BB120456,3,5,1
BB120457,1,.,.
BB120458,1,.,.
BB120460,1,.,.
BB120462,1,.,.
BB120466,1,.,.
BB120469,1,.,.
BB120470,3,8,.
BB120471,1,.,.
BB120473,1,.,.
BB120475,1,.,.
BB120481,1,.,.
BB120485,3,5,.
BB120493,3,5,.
BB120494,3,5,1
BB120502,1,.,.
BB120511,2,.,.
BB120515,3,5,.
BB120521,1,.,.
BB120525,1,.,.
BB120530,3,2,.
BB120536,2,.,.
BB120539,3,7,1
BB120556,1,.,.
BB120557,1,.,.
BB120563,1,.,.
BB120564,2,.,.
BB120565,1,.,.
BB120566,3,8,1
BB120568,1,.,.
BB120571,3,2,.
BB120578,1,.,.
BB120629,1,.,.
BB120649,1,.,.
BB120651,3,2,.
BB120654,3,5,1
BB120669,1,.,.
BB120685,1,.,.
BB120737,1,.,.
BB120751,3,12,1
BB120761,3,5,.
BB120806,3,5,1
BB120814,3,5,.
BB120863,1,.,.
BB121452,3,5,.
BB121453,2,.,.
BB121474,2,.,.
BB121493,2,.,.
BB121497,1,.,.
BB121519,2,.,.
BB121549,2,.,.
BB121550,3,3,1
BB121551,1,.,.
BB121571,1,.,.
BB121575,2,.,.
BB121590,2,.,.
BB121593,3,5,.
BB121595,3,5,1
BB121596,3,5,1
BB121609,2,.,.
BB121617,1,.,.
BB121620,1,.,.
BB121621,2,.,.
BB121639,2,.,.
BB121712,3,3,.
BB121727,3,3,1
BB121733,3,5,.
BB121736,3,2,.
BB121753,1,.,.
BB121758,3,5,.
BB121759,1,.,.
BB121761,3,5,.
BB121771,2,.,.
BB121776,3,7,1
BB122120,3,5,1
BB122123,1,.,.
BB122127,3,5,1
BB122142,1,.,.
BB122163,3,12,1
BB130001,3,5,1
BB130012,3,2,.
BB130025,3,2,.
BB130029,3,2,.
BB130032,1,.,.
BB130033,3,2,.
BB130037,3,12,1
BB130040,3,3,1
BB130042,3,3,.
BB130049,1,.,.
BB130057,1,.,.
BB130058,1,.,.
BB130062,3,2,.
BB130063,3,3,1
BB130084,1,.,.
BB130096,3,2,1
BB130106,1,.,.
BB130115,1,.,.
BB130118,3,2,1
BB130133,3,8,1
BB130142,3,8,1
BB130144,2,.,.
BB130156,3,8,1
BB130157,2,.,.
BB130161,1,.,.
BB130163,1,.,.
BB130175,3,5,.
BB130176,1,.,.
BB130202,3,12,1
BB130204,1,.,.
BB130240,2,.,.
BB130247,1,.,.
BB130305,3,8,1
BB130314,2,.,.
BB130352,2,.,.
BB130354,2,.,.
BB130400,1,.,.
BB130472,1,.,.
BB130476,3,2,.
BB130480,3,3,.
BB130482,1,.,.
BB130485,1,.,.
BB130486,3,2,.
BB130488,1,.,.
BB130491,3,8,1
BB130492,1,.,.
BB130494,1,.,.
BB130499,2,.,.
BB130503,1,.,.
BB130510,3,7,1
BB130513,3,2,1
BB130514,3,2,.
BB130523,1,.,.
BB130530,1,.,.
BB130538,1,.,.
BB130545,1,.,.
BB130546,1,.,.
BB130548,3,7,.
BB130552,1,.,.
BB130554,1,.,.
BB140001,3,5,.
BB140011,2,.,.
